Code INSEE;Code Postal;Commune
77217;77166;GRISY-SUISNES
77129;77840;COULOMBS-EN-VALOIS
77387;77710;REMAUVILLE
95270;95420;GENAINVILLE
78188;78270;CRAVENT
77210;77130;LA GRANDE-PAROISSE
78168;78310;COIGNIERES
78404;78940;MILLEMONT
77161;77130;DORMELLES
95170;95450;CONDECOURT
78407;78125;MITTAINVILLE
77403;77160;SAINT-BRICE
78068;78270;BLARU
77035;77940;BLENNES
91671;91580;VILLENEUVE-SUR-AUVERS
91222;91660;ESTOUCHES
77248;77450;LESCHES
77507;77480;VILLENAUXE-LA-PETITE
77077;77910;CHAMBRY
77425;77630;SAINT-MARTIN-EN-BIERE
78672;78670;VILLENNES-SUR-SEINE
78616;78770;THOIRY
91526;91150;ROINVILLIERS
78076;78910;BOISSETS
77527;77540;VOINSLES
94043;94270;LE KREMLIN-BICETRE
91099;91820;BOUTIGNY-SUR-ESSONNE
91022;91690;ARRANCOURT
77462;77230;THIEUX
78620;78117;TOUSSUS-LE-NOBLE
91435;91250;MORSANG-SUR-SEINE
78398;78490;LES MESNULS
91045;91610;BALLANCOURT-SUR-ESSONNE
91552;91180;SAINT-GERMAIN-LES-ARPAJON
77508;77174;VILLENEUVE-LE-COMTE
78530;78790;ROSAY
78337;78270;LIMETZ-VILLEZ
93027;93120;LA COURNEUVE
95058;95340;BERNES-SUR-OISE
91345;91160;LONGJUMEAU
78320;78270;JEUFOSSE
94056;94520;PERIGNY
94078;94190;VILLENEUVE-SAINT-GEORGES
91468;91540;ORMOY
77290;77730;MERY-SUR-MARNE
78322;78350;JOUY-EN-JOSAS
77307;77144;MONTEVRAIN
94067;94160;SAINT-MANDE
92075;92170;VANVES
77262;77560;LOUAN-VILLEGRUIS-FONTAINE
78123;78955;CARRIERES-SOUS-POISSY
77521;77580;VILLIERS-SUR-MORIN
95214;95270;EPINAY-CHAMPLATREUX
78073;78390;BOIS-D'ARCY
77335;77124;CHAUCONIN-NEUFMONTIERS
77501;77250;VILLECERF
91648;91810;VERT-LE-GRAND
77306;77950;MONTEREAU-SUR-LE-JARD
77087;77540;LA CHAPELLE-IGER
77246;77171;LECHELLE
77298;77520;MONS-EN-MONTOIS
78506;78660;PRUNAY-EN-YVELINES
91432;91420;MORANGIS
77474;77450;TRILBARDOU
95110;95640;BRIGNANCOURT
91312;91430;IGNY
95008;95510;AINCOURT
95139;95420;LA CHAPELLE-EN-VEXIN
77452;77520;SIGY
77392;77230;ROUVRES
77010;77720;AUBEPIERRE-OZOUER-LE-REPOS
77394;77950;RUBELLES
93055;93500;PANTIN
91393;91780;MEROBERT
92007;92220;BAGNEUX
78646;78000;VERSAILLES
91145;91410;CHATIGNONVILLE
77440;77260;SAMMERON
92073;92150;SURESNES
91433;91150;MORIGNY-CHAMPIGNY
78391;78270;MERICOURT
94074;94460;VALENTON
77446;77650;SAVINS
91613;91740;CONGERVILLE-THIONVILLE
91315;91760;ITTEVILLE
77091;77610;LES CHAPELLES-BOURBON
77011;77570;AUFFERVILLE
77313;77940;MONTMACHOUX
91274;91400;GOMETZ-LA-VILLE
93045;93260;LES LILAS
78413;78980;MONDREVILLE
78089;78270;BONNIERES-SUR-SEINE
94021;94550;CHEVILLY-LARUE
77293;77130;MISY-SUR-YONNE
78009;78660;ALLAINVILLE
91634;91640;VAUGRIGNEUSE
77357;77970;PECY
94053;94880;NOISEAU
77122;77380;COMBS-LA-VILLE
91075;91150;BOIS-HERPIN
78551;78100;SAINT-GERMAIN-EN-LAYE
95529;95340;RONQUEROLLES
92022;92370;CHAVILLE
95554;95420;SAINT-GERVAIS
77276;77100;MAREUIL-LES-MEAUX
78283;78113;GRANDCHAMP
95213;95810;EPIAIS-RHUS
77434;77480;SAINT-SAUVEUR-LES-BRAY
78158;78150;LE CHESNAY
95555;95210;SAINT-GRATIEN
78548;78720;SAINT-FORGET
95282;95450;GOUZANGREZ
78439;78790;MULCENT
78350;78430;LOUVECIENNES
77468;77200;TORCY
78380;78580;MAULE
78335;78520;LIMAY
77489;77710;VAUX-SUR-LUNAIN
77443;77580;SANCY
78227;78740;EVECQUEMONT
94037;94250;GENTILLY
78015;78570;ANDRESY
91223;91150;ETAMPES
77100;77820;LE CHATELET-EN-BRIE
78113;78440;BRUEIL-EN-VEXIN
77270;77580;MAISONCELLES-EN-BRIE
77523;77480;VILLUIS
77409;77130;SAINT-GERMAIN-LAVAL
77095;77410;CHARNY
91292;91630;GUIBEVILLE
78202;78440;DROCOURT
77232;77450;ISLES-LES-VILLENOY
78562;78610;SAINT-LEGER-EN-YVELINES
77170;77250;EPISY
77185;77930;FLEURY-EN-BIERE
77039;77350;BOISSISE-LA-BERTRAND
95541;95770;SAINT-CLAIR-SUR-EPTE
95582;95110;SANNOIS
95308;95300;HEROUVILLE
91479;91550;PARAY-VIEILLE-POSTE
78289;78490;GROSROUVRE
95388;95180;MENUCOURT
91067;91150;BLANDY
78647;78930;VERT
91249;91470;FORGES-LES-BAINS
91228;91000;EVRY
77338;77940;NOISY-RUDIGNON
91294;91690;GUILLERVAL
91137;91150;CHAMPMOTTEUX
78143;78117;CHATEAUFORT
91204;91540;ECHARCON
77469;77131;TOUQUIN
95523;95780;LA ROCHE-GUYON
77221;77600;GUERMANTES
77428;77720;SAINT-OUEN-EN-BRIE
77083;77420;CHAMPS-SUR-MARNE
91098;91150;BOUTERVILLIERS
95026;95270;ASNIERES-SUR-OISE
91122;91440;BURES-SUR-YVETTE
78486;78610;LE PERRAY-EN-YVELINES
91184;91720;COURDIMANCHE-SUR-ESSONNE
77179;77133;FERICY
77205;77165;GESVRES-LE-CHAPITRE
78242;78330;FONTENAY-LE-FLEURY
78588;78650;SAULX-MARCHAIS
77391;77160;ROUILLY
77481;77370;VANVILLE
95176;95240;CORMEILLES-EN-PARISIS
78420;78490;MONTFORT-L'AMAURY
78385;78200;MENERVILLE
94034;94260;FRESNES
91508;91150;PUISELET-LE-MARAIS
77304;77320;MONTENILS
95690;95420;WY-DIT-JOLI-VILLAGE
78381;78550;MAULETTE
77278;77120;MAROLLES-EN-BRIE
77466;77163;TIGEAUX
94068;94100/94210;SAINT-MAUR-DES-FOSSES
77406;77510;SAINT-DENIS-LES-REBAIS
95438;95640;MOUSSY
78029;78410;AUBERGENVILLE
77009;77890;ARVILLE
78597;78200;SOINDRES
78643;78540;VERNOUILLET
95612;95500;LE THILLAY
77370;77167;POLIGNY
78189;78121;CRESPIERES
77169;77184;EMERAINVILLE
92078;92390;VILLENEUVE-LA-GARENNE
78464;78125;ORCEMONT
93062;93340;LE RAINCY
77203;77910;GERMIGNY-L'EVEQUE
77331;77730;NANTEUIL-SUR-MARNE
91458;91620;NOZAY
77330;77100;NANTEUIL-LES-MEAUX
78460;78250;OINVILLE-SUR-MONTCIENT
95116;95820;BRUYERES-SUR-OISE
95253;95450;FREMAINVILLE
91469;91150;ORMOY-LA-RIVIERE
77295;77950;MOISENAY
91105;91650;BREUILLET
78683;78640;VILLIERS-SAINT-FREDERIC
91347;91310;LONGPONT-SUR-ORGE
77426;77720;SAINT-MERY
95306;95220;HERBLAY
95446;95690;NESLES-LA-VALLEE
78263;78950;GAMBAIS
77314;77320;MONTOLIVET
95127;95000/95800;CERGY
78490;78370;PLAISIR
93070;93400;SAINT-OUEN
77218;77480;GRISY-SUR-SEINE
75118;75018;PARIS-18E-ARRONDISSEMENT
77110;77570;CHENOU
77431;77140;SAINT-PIERRE-LES-NEMOURS
77484;77580;VAUCOURTOIS
77492;77510;VERDELOT
92076;92420;VAUCRESSON
93001;93300;AUBERVILLIERS
95409;95570;MOISSELLES
95488;95480;PIERRELAYE
78043;78870;BAILLY
77439;77148;SALINS
77152;77190;DAMMARIE-LES-LYS
78193;78720;DAMPIERRE-EN-YVELINES
77044;77720;BOMBON
77093;77320;LA CHAPELLE-MOUTILS
77522;77114;VILLIERS-SUR-SEINE
91602;91580;SOUZY-LA-BRICHE
78559;78980;SAINT-ILLIERS-LE-BOIS
78196;78810;DAVRON
95183;95800;COURDIMANCHE
77141;77580;COUTEVROULT
77453;77115;SIVRY-COURTRY
77364;77165;LE PLESSIS-AUX-BOIS
78382;78780;MAURECOURT
95149;95270;CHAUMONTEL
91086;91070;BONDOUFLE
77470;77220;TOURNAN-EN-BRIE
77195;77390;FOUJU
78117;78530;BUC
78062;78650;BEYNES
77237;77600;JOSSIGNY
78314;78440;ISSOU
77206;77120;GIREMOUTIERS
95426;95680;MONTLIGNON
78389;78490;MERE
77528;77950;VOISENON
91200;91410;DOURDAN
78451;78410;NEZEL
77107;77390;CHAUMES-EN-BRIE
78366;78490;MAREIL-LE-GUYON
78107;78980;BREVAL
92036;92230;GENNEVILLIERS
78209;78125;EMANCE
77260;77650;LONGUEVILLE
77173;77139;ETREPILLY
95492;95720;LE PLESSIS-GASSOT
91232;91590;LA FERTE-ALAIS
77055;77177;BROU-SUR-CHANTEREINE
77137;77560;COURTACON
77510;77174;VILLENEUVE-SAINT-DENIS
77219;77580;GUERARD
78206;78920;ECQUEVILLY
78638;78740;VAUX-SUR-SEINE
77121;77090;COLLEGIEN
91106;91650;BREUX-JOUY
78005;78260;ACHERES
78354;78200;MAGNANVILLE
77008;77440;ARMENTIERES-EN-BRIE
92077;92410;VILLE-D'AVRAY
78569;78730;SAINTE-MESME
95353;95560;MAFFLIERS
78070;78930;BOINVILLE-EN-MANTOIS
95268;95140;GARGES-LES-GONESSE
78442;78640;NEAUPHLE-LE-CHATEAU
91593;91530;SERMAISE
77275;77560;LES MARETS
78208;78990;ELANCOURT
77286;77520;MEIGNEUX
77131;77120;COULOMMIERS
91654;91890;VIDELLES
93006;93170;BAGNOLET
77149;77160;CUCHARMOY
77134;77560;COURCHAMP
77531;77940;VOULX
77405;77750;SAINT-CYR-SUR-MORIN
77277;77610;MARLES-EN-BRIE
92047;92430;MARNES-LA-COQUETTE
77287;77320;MEILLERAY
93073;93290;TREMBLAY-EN-FRANCE
78007;78240;AIGREMONT
91338;91470;LIMOURS
78668;78270;LA VILLENEUVE-EN-CHEVRIE
91097;91800;BOUSSY-SAINT-ANTOINE
77348;77167;ORMESSON
78185;78790;COURGENT
77494;77670;VERNOU-LA-CELLE-SUR-SEINE
78057;78270;BENNECOURT
77493;77390;VERNEUIL-L'ETANG
95476;95520;OSNY
91363;91460;MARCOUSSIS
77180;77150;FEROLLES-ATTILLY
77366;77165;LE PLESSIS-L'EVEQUE
78497;78125;POIGNY-LA-FORET
75104;75004;PARIS-4E-ARRONDISSEMENT
77111;77700;CHESSY
77483;77910;VARREDDES
94059;94420;LE PLESSIS-TREVISE
77079;77430;CHAMPAGNE-SUR-SEINE
77303;77320;MONTDAUPHIN
77059;77600;BUSSY-SAINT-MARTIN
91577;91250;SAINTRY-SUR-SEINE
95091;95570;BOUFFEMONT
95061;95840;BETHEMONT-LA-FORET
91284;91410;LES GRANGES-LE-ROI
77046;77760;BOULANCOURT
95637;95490;VAUREAL
77328;77760;NANTEAU-SUR-ESSONNE
92060;92350;LE PLESSIS-ROBINSON
78138;78570;CHANTELOUP-LES-VIGNES
77339;77123;NOISY-SUR-ECOLE
77192;77610;FONTENAY-TRESIGNY
77242;77650;JUTIGNY
77113;77320;CHEVRU
77397;77730;SAACY-SUR-MARNE
77166;77250;ECUELLES
77208;77114;GOUAIX
94028;94000;CRETEIL
77057;77750;BUSSIERES
77441;77920;SAMOIS-SUR-SEINE
77223;77520;GURCY-LE-CHATEL
91359;91720;MAISSE
77020;77970;BANNOST-VILLEGAGNON
78050;78490;BAZOCHES-SUR-GUYONNE
78310;78550;HOUDAN
78564;78660;SAINT-MARTIN-DE-BRETHENCOURT
91161;91380;CHILLY-MAZARIN
93030;93440;DUGNY
78558;78980;SAINT-ILLIERS-LA-VILLE
93064;93110;ROSNY-SOUS-BOIS
77327;77370;NANGIS
77280;77440;MARY-SUR-MARNE
78608;78980;LE TERTRE-SAINT-DENIS
77239;77970;JOUY-LE-CHATEL
91421;91230;MONTGERON
95428;95160;MONTMORENCY
93063;93230;ROMAINVILLE
91568;91530;SAINT-MAURICE-MONTCOURONNE
78165;78340;LES CLAYES-SOUS-BOIS
95259;95450;GADANCOURT
91560;91940;SAINT-JEAN-DE-BEAUREGARD
91272;91190;GIF-SUR-YVETTE
77115;77710;CHEVRY-EN-SEREINE
77291;77990;LE MESNIL-AMELOT
77076;77650;CHALMAISON
77054;77940;LA BROSSE-MONTCEAUX
78302;78113;LA HAUTEVILLE
77373;77340;PONTAULT-COMBAULT
77154;77163;DAMMARTIN-SUR-TIGEAUX
94080;94300;VINCENNES
91186;91680;COURSON-MONTELOUP
77069;77930;CHAILLY-EN-BIERE
91578;91910;SAINT-SULPICE-DE-FAVIERES
77302;77140;MONTCOURT-FROMONVILLE
77332;77230;NANTOUILLET
78501;78440;PORCHEVILLE
94044;94450;LIMEIL-BREVANNES
77378;77310;PRINGY
95059;95810;BERVILLE
95060;95550;BESSANCOURT
77247;77320;LESCHEROLLES
91525;91410;ROINVILLE
94076;94800;VILLEJUIF
77340;77140;NONVILLE
78550;78640;SAINT-GERMAIN-DE-LA-GRANGE
77109;77160;CHENOISE
78305;78580;HERBEVILLE
94022;94600;CHOISY-LE-ROI
77005;77410;ANNET-SUR-MARNE
95625;95450;US
77050;77620;BRANSLES
77072;77171;CHALAUTRE-LA-GRANDE
78276;78270;GOMMECOURT
77049;77470;BOUTIGNY
77014;77210;AVON
75117;75017;PARIS-17E-ARRONDISSEMENT
77526;77139;VINCY-MANOEUVRE
77024;77750;BASSEVELLE
91376;91630;MAROLLES-EN-HUREPOIX
77097;77320;CHARTRONGES
77178;77167;FAY-LES-NEMOURS
94077;94290;VILLENEUVE-LE-ROI
77036;77970;BOISDON
91665;91620;LA VILLE-DU-BOIS
77156;77140;DARVAULT
77174;77157;EVERLY
95277;95500;GONESSE
78261;78250;GAILLON-SUR-MONTCIENT
92048;92190/92360;MEUDON
91041;91630;AVRAINVILLE
78233;78810;FEUCHEROLLES
95102;95640;BREANCON
77319;77160;MORTERY
91240;91690;FONTAINE-LA-RIVIERE
77399;77710;SAINT-ANGE-LE-VIEL
91021;91290;ARPAJON
78518;78590;RENNEMOULIN
77512;77510;VILLENEUVE-SUR-BELLOT
95309;95420;HODENT
77233;77165;IVERNY
77533;77870;VULAINES-SUR-SEINE
77354;77830;PAMFOU
77068;77520;CESSOY-EN-MONTOIS
93078;93420;VILLEPINTE
77061;77130;CANNES-ECLUSE
78677;78930;VILLETTE
95493;95270;LE PLESSIS-LUZARCHES
77281;77120;MAUPERTHUIS
77198;77760;FROMONT
95678;95840;VILLIERS-ADAM
91243;91640;FONTENAY-LES-BRIIS
77090;77160;LA CHAPELLE-SAINT-SULPICE
78239;78520;FOLLAINVILLE-DENNEMONT
77381;77720;QUIERS
78237;78790;FLINS-NEUVE-EGLISE
78013;78770;ANDELU
77157;77440;DHUISY
93072;93240;STAINS
91131;91740;CHALOU-MOULINEUX
77456;77650;SOISY-BOUY
91553;91250;SAINT-GERMAIN-LES-CORBEIL
92032;92260;FONTENAY-AUX-ROSES
77030;77510;BELLOT
77382;77860;QUINCY-VOISINS
91247;91410;LA FORET-LE-ROI
77086;77720;LA CHAPELLE-GAUTHIER
91215;91860;EPINAY-SOUS-SENART
77296;77550;MOISSY-CRAMAYEL
77463;77810;THOMERY
77265;77138;LUZANCY
95119;95770;BUHY
77473;77710;TREUZY-LEVELAY
77294;77290;MITRY-MORY
78300;78790;HARGEVILLE
78327;78820;JUZIERS
77102;77167;CHATENOY
77288;77000;MELUN
91047;91590;BAULNE
78418;78360;MONTESSON
95371;95670;MARLY-LA-VILLE
91027;91200;ATHIS-MONS
78291;78930;GUERVILLE
78090;78410;BOUAFLE
77393;77540;ROZAY-EN-BRIE
78545;78210;SAINT-CYR-L'ECOLE
91129;91590;CERNY
91016;91670;ANGERVILLE
77029;77390;BEAUVOIR
77252;77550;LIMOGES-FOURCHES
78644;78320;LA VERRIERE
78317;78440;JAMBVILLE
78605;78910;TACOIGNIERES
78674;78450;VILLEPREUX
77082;77720;CHAMPEAUX
91132;91730;CHAMARANDE
77449;77700;SERRIS
93046;93190;LIVRY-GARGAN
78267;78440;GARGENVILLE
91377;91300;MASSY
95370;95640;MARINES
77437;77165;SAINT-SOUPPLETS
91514;91480;QUINCY-SOUS-SENART
77187;77480;FONTAINE-FOURCHES
91085;91790;BOISSY-SOUS-SAINT-YON
77230;77890;ICHY
77202;77690;LA GENEVRAYE
94060;94510;LA QUEUE-EN-BRIE
95199;95330;DOMONT
77021;77130;BARBEY
95019;95400;ARNOUVILLE
77240;77320;JOUY-SUR-MORIN
95628;95760;VALMONDOIS
77101;77126;CHATENAY-SUR-SEINE
77482;77130;VARENNES-SUR-SEINE
78565;78790;SAINT-MARTIN-DES-CHAMPS
95656;95510;VIENNE-EN-ARTHIES
77181;77164;FERRIERES-EN-BRIE
77184;77940;FLAGY
95341;95300;LIVILLIERS
91589;91600;SAVIGNY-SUR-ORGE
93061;93310;LE PRE-SAINT-GERVAIS
95023;95810;ARRONVILLE
77444;77320;SANCY-LES-PROVINS
94001;94480;ABLON-SUR-SEINE
77130;77580;COULOMMES
94017;94500;CHAMPIGNY-SUR-MARNE
95504;95590;PRESLES
78481;78230;LE PECQ
94075;94440;VILLECRESNES
94038;94240;L'HAY-LES-ROSES
95271;95650;GENICOURT
95527;95700;ROISSY-EN-FRANCE
78586;78500;SARTROUVILLE
77322;77230;MOUSSY-LE-NEUF
77436;77169;SAINT-SIMEON
78162;78460;CHOISEL
77417;77510;SAINT-LEGER
95042;95560;BAILLET-EN-FRANCE
95447;95640;NEUILLY-EN-VEXIN
78417;78790;MONTCHAUVET
77126;77440;CONGIS-SUR-THEROUANNE
77264;77540;LUMIGNY-NESLES-ORMEAUX
91570;91240;SAINT-MICHEL-SUR-ORGE
91511;91740;PUSSAY
92050;92000;NANTERRE
77329;77710;NANTEAU-SUR-LUNAIN
78465;78910;ORGERUS
77112;77760;CHEVRAINVILLIERS
91581;91650;SAINT-YON
91691;91330;YERRES
95298;95640;HARAVILLIERS
77333;77140;NEMOURS
95074;95000;BOISEMONT
95445;95590;NERVILLE-LA-FORET
77256;77650;LIZINES
77216;77880;GREZ-SUR-LOING
78246;78440;FONTENAY-SAINT-PERE
77132;77700;COUPVRAY
95351;95380;LOUVRES
77518;77190;VILLIERS-EN-BIERE
77253;77550;LISSY
77317;77720;MORMANT
91100;91880;BOUVILLE
95355;95420;MAGNY-EN-VEXIN
77376;77410;PRECY-SUR-MARNE
77250;77320;LEUDON-EN-BRIE
78472;78660;ORSONVILLE
77459;77171;SOURDUN
95212;95380;EPIAIS-LES-LOUVRES
77153;77230;DAMMARTIN-EN-GOELE
78033;78126;AULNAY-SUR-MAULDRE
77032;77320;BETON-BAZOCHES
77429;77750;SAINT-OUEN-SUR-MORIN
77408;77470;SAINT-FIACRE
77016;77167;BAGNEAUX-SUR-LOING
77167;77126;EGLIGNY
93049;93360;NEUILLY-PLAISANCE
77207;77890;GIRONVILLE
95365;95850;MAREIL-EN-FRANCE
78220;78690;LES ESSARTS-LE-ROI
91038;91580;AUVERS-SAINT-GEORGES
77442;77210;SAMOREAU
95316;95850;JAGNY-SOUS-BOIS
95205;95440;ECOUEN
92051;92200;NEUILLY-SUR-SEINE
77292;77410;MESSY
77485;77123;LE VAUDOUE
94070;94440;SANTENY
94073;94320;THIAIS
95254;95830;FREMECOURT
78406;78470;MILON-LA-CHAPELLE
77106;77169;CHAUFFRY
77519;77560;VILLIERS-SAINT-GEORGES
78230;78410;LA FALAISE
77318;77163;MORTCERF
91318;91510;JANVILLE-SUR-JUINE
91599;91840;SOISY-SUR-ECOLE
78640;78140;VELIZY-VILLACOUBLAY
77279;77130;MAROLLES-SUR-SEINE
77321;77480;MOUSSEAUX-LES-BRAY
94041;94200;IVRY-SUR-SEINE
78128;78720;CERNAY-LA-VILLE
77496;77370;VIEUX-CHAMPAGNE
92009;92270;BOIS-COLOMBES
95604;95470;SURVILLIERS
93066;93200/93210;SAINT-DENIS
78571;78860;SAINT-NOM-LA-BRETECHE
91201;91210;DRAVEIL
77419;77670;SAINT-MAMMES
77487;77000;VAUX-LE-PENIL
91519;91410;RICHARVILLE
77315;77450;MONTRY
77067;77240;CESSON
77532;77160;VULAINES-LES-PROVINS
78437;78270;MOUSSEAUX-SUR-SEINE
91174;91100;CORBEIL-ESSONNES
91471;91400;ORSAY
77094;77410;CHARMENTRAY
91374;91150;MAROLLES-EN-BEAUCE
95150;95710;CHAUSSY
78147;78270;CHAUFOUR-LES-BONNIERES
77490;77440;VENDREST
91390;91660;MEREVILLE
77041;77760;BOISSY-AUX-CAILLES
78498;78300;POISSY
94047;94520;MANDRES-LES-ROSES
77238;77640;JOUARRE
95450;95000;NEUVILLE-SUR-OISE
77413;77860;SAINT-GERMAIN-SUR-MORIN
95563;95320;SAINT-LEU-LA-FORET
77349;77280;OTHIS
91115;91680;BRUYERES-LE-CHATEL
77359;77930;PERTHES
91273;91720;GIRONVILLE-SUR-ESSONNE
93057;93320;LES PAVILLONS-SOUS-BOIS
78010;78580;LES ALLUETS-LE-ROI
78234;78200;FLACOURT
78590;78720;SENLISSE
77231;77440;ISLES-LES-MELDEUSES
78133;78240;CHAMBOURCY
77056;77760;BURCY
95572;95310;SAINT-OUEN-L'AUMONE
77119;77370;CLOS-FONTAINE
78623;78490;LE TREMBLAY-SUR-MAULDRE
77043;77750;BOITRON
77525;77230;VINANTES
91286;91350;GRIGNY
77235;77440;JAIGNES
77215;77220;GRETZ-ARMAINVILLIERS
77529;77580;VOULANGIS
77249;77150;LESIGNY
77103;77820;CHATILLON-LA-BORDE
95203;95600;EAUBONNE
93053;93130;NOISY-LE-SEC
77461;77520;THENISY
77267;77570;LA MADELEINE-SUR-LOING
78140;78130;CHAPET
91538;91190;SAINT-AUBIN
91412;91590;MONDEVILLE
77007;77390;ARGENTIERES
95144;95190;CHATENAY-EN-FRANCE
91198;91590;D'HUISON-LONGUEVILLE
91035;91410;AUTHON-LA-PLAINE
91579;91770;SAINT-VRAIN
95462;95420;OMERVILLE
78334;78320;LEVIS-SAINT-NOM
77310;77480;MONTIGNY-LE-GUESDIER
91399;91150;MESPUITS
78686;78220;VIROFLAY
95303;95640;LE HEAULME
78368;78124;MAREIL-SUR-MAULDRE
77151;77320;DAGNY
95369;95580;MARGENCY
77175;77166;EVRY-GREGY-SUR-YERRE
78087;78830;BONNELLES
91659;91100;VILLABE
77229;77610;LA HOUSSAYE-EN-BRIE
77355;77520;PAROY
75114;75014;PARIS-14E-ARRONDISSEMENT
77506;77250;VILLEMER
95387;95810;MENOUVILLE
94055;94490;ORMESSON-SUR-MARNE
77116;77320;CHOISY-EN-BRIE
